GSE,Title,Samples,PDAT,Technology
GSE142700,Co-expression of microrna and mrna in cytogenetically normal acute myeloid leukemia patients,96,2019/12/30,Microarray
GSE124637,"The effect of intermittent versus continuous low dose aspirin on nasal epithelium gene expression in current smokers: a randomized, double-blinded clinical study",109,2019/12/24,Microarray
GSE121932,Epigenomics and transcriptome analysis of ESCC,155,2019/12/20,Microarray
GSE121931,Transcriptome analysis of 125 ESCC samples,125,2019/12/20,Microarray
GSE124267,Transcriptomic Changes in the Nasal Epithelium Associated with Diesel Engine Exhaust Exposure,79,2019/12/19,Microarray
GSE142102,Whole genome expression profiling of triple negative breast tumors in 226 African American women,226,2019/12/17,Microarray
GSE135511,Gene expression profiling of multiple sclerosis brain samples,50,2019/12/17,Microarray
GSE131184,Transcriptomic analysis of Acute Myeloid Leukemia and T Acute Lymphoblastic Leukemia,125,2019/12/09,Microarray
GSE62931,Baseline expression profiles of human breast carcinomas,100,2019/12/09,Microarray
GSE141551,Genome-wide gene expression profiles of primary prostate cancer,503,2019/12/06,Microarray
GSE136755,Driver gene alterations and activated signaling pathways toward malignant progression of gastrointestinal stromal tumors,65,2019/12/04,Microarray
GSE128294,Large B-Cell Lymphomas in Pediatric and Young Adults Display Clinically Relevant Molecular Features Distinguishable from Adult Counterparts,79,2019/11/28,Microarray
GSE110410,Microarrays after exposure in Caco-2 cells to titanium dioxide food additive E171 and titanium dioxide nanoparticles and microparticles,76,2019/11/22,Microarray
GSE140489,STING-dependent paracriny shapes apoptotic priming of breast tumors in response to anti-mitotic treatment,60,2019/11/21,Microarray
GSE128884,Altered chromatin remodeling by FOXA1 mutations promotes androgen independence and prostate cancer aggressiveness,54,2019/11/21,Microarray
GSE140082,Bevacizumab may differentially improve ovarian cancer outcome in patients with proliferative and mesenchymal molecular subtypes,380,2019/11/08,Microarray
GSE135519,Gene and miRNA expression profiling in pediatric and adolescent and young adult rhabdomyosarcomas,127,2019/11/05,Microarray
GSE135517,Gene expression profiling in pediatric and adolescent and young adult rhabdomyosarcomas,63,2019/11/05,Microarray
GSE139255,A Nine-gene Signature for Predicting the Response to Preoperative Chemoradiotherapy in Patients with Locally Advanced Rectal Cancer,156,2019/10/23,Microarray
GSE137481,Epithelial Tumour Suppressor ELF3 is a Lineage-Specific Amplified Oncogene in Lung Adenocarcinoma,326,2019/10/23,Microarray
GSE139038,"Gene expression profiling in paired normal, apparently normal and breast tumour tissues",65,2019/10/18,Microarray
GSE98708,Expression profiling of frozen primary and patient derived xenograft gastric cancer,102,2019/10/15,Microarray
GSE123352,"Transcriptome of non-involved lung parenchyma from ever and never smoker lung adenocarcinoma patients from Milan, Italy.",176,2019/10/01,Microarray
GSE132348,A gene expression-based model to predict metabolic response after two courses of ABVD in patients with classical Hodgkin Lymphoma,106,2019/09/26,Microarray
GSE119295,Comprehensive transcriptomic profiling of breast cancer patients in SweBCG 91-RT,765,2019/09/26,Microarray
GSE37021,Gene expression profiling in Acute Myeloid Leukemia (AML),97,2019/09/20,Microarray
GSE132550,Peripheral T-cell Lymphoma gene expression profiling,90,2019/09/19,Microarray
GSE134511,Integrative genomic analysis identifies key pathogenic mechanisms in primary mediastinal large B-cell lymphoma,120,2019/09/18,Microarray
GSE87070,Autophagy driving ETV6-RUNX1 positive leukaemia,654,2019/09/16,Microarray
GSE137356,Validation of the DNA Damage Immune Response (DDIR) Signature in Triple-Negative Breast Cancer (TNBC) Patients from the SWOG 9313c Trial,394,2019/09/13,Microarray
GSE106191,Transcriptome analysis by expression microarrays of endometrial cancer derived from the Cancer Institute Hospital of Japanese Foundation for Cancer Research.,97,2019/09/13,Microarray
GSE100179,"Human Transcriptome Array 2.0 (HTA) from healthy colonic, colorectal adenoma and colorectal cancer tissue",60,2019/09/13,Microarray
GSE136971,Expression data and Copy Number Variations from Diffuse Large B Cell Lymphoma (DLBCL) patients,448,2019/09/05,Microarray
GSE116959,Transcriptome profiling of 57 LUAD samples and 11 peritumoral normal lung tissues,68,2019/09/04,Microarray
GSE117049,The nuclear hypoxia-regulated NLUCAT1 long non-coding RNA contributes to an aggressive phenotype in lung adenocarcinoma through regulation of oxidative stress,88,2019/09/03,Microarray
GSE136400,Identifying a high-risk cellular signature in the multiple myeloma bone marrow microenvironment,1424,2019/08/31,Microarray
GSE136398,Identifying a high-risk cellular signature in the multiple myeloma bone marrow microenvironment_3,131,2019/08/31,Microarray
GSE136337,Identifying a high-risk cellular signature in the multiple myeloma bone marrow microenvironment_2,426,2019/08/31,Microarray
GSE136324,Identifying a high-risk cellular signature in the multiple myeloma bone marrow microenvironment_1,867,2019/08/31,Microarray
GSE136439,TNF-a induced gene expression in epithelial cell lines,94,2019/08/28,Microarray
GSE122078,The Molecular Landscape of ETMR at Diagnosis and Relapse,245,2019/08/26,Microarray
GSE119043,Thermo Fisher Scientific OncoScan expression array data for undifferentiated uterine sarcomas,90,2019/08/23,Microarray
GSE119041,Thermo Fisher Scientific OncoScan expression array data for undifferentiated uterine sarcomas (expression),50,2019/08/23,Microarray
GSE103084,TAE sensitive and resistant Kelly cells,118,2019/08/07,Microarray
GSE118408,Grainyhead-like 2 (GRHL2) and epigenetic remodeling in the intermediate states of epithelial-mesenchymal transition,166,2019/08/06,Microarray
GSE118171,Grainyhead-like 2 (GRHL2) and epigenetic remodeling in the intermediate states of epithelial-mesenchymal transition [ExpressionArray],58,2019/08/06,Microarray
GSE124679,Integrated miRNA and mRNA expression analysis uncovers drug targets in squamous cell carcinoma patients,72,2019/07/31,Microarray
GSE122372,Dualism of FGF and TGFb signaling in activation of heterogeneous cancer-associated fibroblast populations converging on cancer development,91,2019/07/31,Microarray
GSE116325,Gene expression profiles proton-induced in brest cell lines,54,2019/07/29,Microarray
GSE134783,Adverse prognosis of glioblastoma contacting the subventricular zone: biological correlates,71,2019/07/25,Microarray
GSE88794,Transcriptome as marker for nutrition-related health: added value of time course analyses during challenge tests before and after energy restriction,1231,2019/07/23,Microarray
GSE134381,"Metabolomics, Transcriptomic and Genetic - Integrative Analysis Reveals Important Roles of Adenosine Diphosphate in Haemostasis and Platelet Activation in Non-Small Cell Lung Cancer",74,2019/07/17,Microarray
GSE114869,Long non-coding RNA HOXB-AS3 promotes myeloid cell proliferation and its higher expression is an adverse prognostic marker in myeloid malignancies [MDS_normal],320,2019/07/16,Microarray
GSE114868,Long non-coding RNA HOXB-AS3 promotes myeloid cell proliferation and its higher expression is an adverse prognostic marker in myeloid malignancies [AML_normal],214,2019/07/16,Microarray
GSE102451,Trunk events present minimal intra- and inter-tumoral heterogeneity in hepatocellular carcinoma [sHCC2],59,2019/07/05,Microarray
GSE102383,Trunk events present minimal intra- and inter-tumoral heterogeneity in hepatocellular carcinoma [sHCC1],69,2019/07/05,Microarray
GSE98620,Trunk events present minimal intra- and inter-tumoral heterogeneity in hepatocellular carcinoma,315,2019/07/05,Microarray
GSE109057,Transcriptome analysis by expression microarrays of rectal cancer derived from the Cancer Institute Hospital of Japanese Foundation for Cancer Research,91,2019/07/02,Microarray
GSE107299,The Proteogenomic Landscape of Curable Prostate Cancer [microarray],213,2019/06/30,Microarray
GSE122586,Immune microenvironments differ in immune characteristics and outcome of glioblastoma multiforme,89,2019/06/20,Microarray
GSE132929,Gene expression profiles with matched NGS in B-cell non-Hodgkin lymphoma,290,2019/06/19,Microarray
GSE116294,Deregulated high expression of NEAT1 lncRNA in multiple myeloma is unrelated to molecular features and clinical outcome,69,2019/06/18,Microarray
GSE123553,Expression data of butyrate stimulated epithelial organoid cultures generated from intestinal mucosa,95,2019/06/12,Microarray
GSE129560,Study to compare SET ER/PR index values from Affymetrix U133A microarrays to values from targeted RNASeq and to validate technical reproducibility on U133A microarrays,128,2019/05/30,Microarray
GSE129559,Study to evaluate the effect of the type of tissue on gene expression measurements,232,2019/05/30,Microarray
GSE129558,Study to evaluate the effect of technical repetition on gene expression measurements,120,2019/05/30,Microarray
GSE129557,Study to evaluate the effect of intratumoral heterogeneity on gene expression measurements,153,2019/05/30,Microarray
GSE129556,Study for evaluating the effect of different microarray platforms on gene expression measurements,176,2019/05/30,Microarray
GSE129551,Discovery cohort for SET ER/PR,147,2019/05/30,Microarray
GSE124648,SET ER/PR - A robust 18-gene Predictor for Sensitivity to Endocrine Therapy for Metastatic Breast Cancer,1196,2019/05/30,Microarray
GSE124647,SET ER/PR - A robust 18-gene Predictor for Sensitivity to Endocrine Therapy for Metastatic Breast Cancer,140,2019/05/30,Microarray
GSE124646,Breast cancer and normal breast tissue samples to estimate the effect of contamination of breast cancer samples with normal breast tissue,100,2019/05/30,Microarray
GSE131837,Gene expression profiles of non-recurrent human glioblastoma tissues,52,2019/05/29,Microarray
GSE130404,Gene expression signature that predicts early molecular response failure in chronic phase CML patients on frontline imatinib,96,2019/05/29,Microarray
GSE107367,"Expression data of human CD19pos B lymphocytes (B) and CD19negCD22neg non-B cells (ENV) from non tumoral reactive lymph nodes (RLN), tonsils (TONS) or follicular lymphoma (FL)",59,2019/05/27,Microarray
GSE83937,Identification of three subtypes of triple negative breast cancer with potential therapeutic implications,131,2019/05/26,Microarray
GSE131465,Individual Assignment of Adult Diffuse Gliomas into the EM/PM Molecular Subtypes,255,2019/05/21,Microarray
GSE131418,Characterizing transcriptomic differences between between primary colorectal adenocarcinomas and distant metastases reveals subtypes of metastatic colorectal cancer,1135,2019/05/18,Microarray
GSE131329,Expression data from hepatoblastoma tissues,67,2019/05/17,Microarray
GSE114734,Hypoxia Inducible Factor 1 Confers Androgen Independence in Prostate Cancer,54,2019/05/15,Microarray
GSE131027,High frequency of pathogenic germline variants in genes associated with homologous recombination repair in patients with advanced solid cancers,92,2019/05/11,Microarray
GSE130788,"A Phase II Randomized Trial of Neoadjuvant Trastuzumab or Lapatinib or the Combination of Trastuzumab and Lapatinib, Followed by Docetaxel and Carboplatin with Trastuzumab and/or Lapatinib in Patients with HER2+ Breast Cancer",199,2019/05/08,Microarray
GSE130787,"A Phase II Randomized Trial of Neoadjuvant Trastuzumab or Lapatinib or the Combination of Trastuzumab and Lapatinib, Followed by Docetaxel and Carboplatin with Trastuzumab and/or Lapatinib in Patients with HER2+ Breast Cancer [treatments]",89,2019/05/08,Microarray
GSE130786,"A Phase II Randomized Trial of Neoadjuvant Trastuzumab or Lapatinib or the Combination of Trastuzumab and Lapatinib, Followed by Docetaxel and Carboplatin with Trastuzumab and/or Lapatinib in Patients with HER2+ Breast Cancer [Baseline]",110,2019/05/08,Microarray
GSE128192,Dysregulation of EMT Drives the Progression to Clinically Aggressive Sarcomatoid Bladder Cancer,112,2019/05/07,Microarray
GSE127472,High-throughput tissue dissection and cell purification with digital cytometry,315,2019/05/06,Microarray
GSE127462,High-throughput tissue dissection and cell purification with digital cytometry [Affymetrix],302,2019/05/06,Microarray
GSE130645,Unlocking the transcriptomic potential of formalin-fixed paraffin embedded clinical tissues: Comparison of gene expression profiling approaches,121,2019/05/03,Microarray
GSE113282,Comprehensive Characterization of the Tumor Immune Micromilieu and its Interference with Outcome After Concurrent Chemoradiation in Patients with Locally Advanced Oropharyngeal Carcinomas,100,2019/05/02,Microarray
GSE68308,Gene expression profiling of follicular lymphoma and tonsils,118,2019/04/20,Microarray
GSE68092,Gene expression profiling of B-cell and non-B-cell fractions of follicular lymphoma,94,2019/04/20,Microarray
GSE117090,CD8+ T cells expand stem and progenitor cells in favorable but not adverse risk acute myeloid leukemia,109,2019/04/04,Microarray
GSE128702,Molecular characterizaion of neuroendocrine-like bladder cancer,256,2019/03/23,Microarray
GSE128701,Impact of Immune and Stromal Infiltration on Outcomes Following Bladder-Sparing Trimodality Therapy for Muscle-Invasive Bladder Cancer,136,2019/03/23,Microarray
GSE120242,Global gene expression of histologically normal primary skin cells from BCNS subjects reveals “single-hit” effects that are influenced by rapamycin,102,2019/03/20,Microarray
GSE128449,Differences in expression profiling between tumoral colorectal carcinomas subsets and normal tissue and polyps,84,2019/03/19,Microarray
GSE128435,Differences in expression profiling between tumoral colorectal carcinomas subsets and normal tissue and polyps [mRNA],58,2019/03/19,Microarray
GSE112825,Genomic signature of parity in the breast of premenopausal women,109,2019/03/19,Microarray
GSE107850,Expression based Intrinsic Glioma Subtypes are prognostic in low grade gliomas of the EORTC22033-26033 clinical trial.,195,2019/03/19,Microarray
GSE112408,microRNA and geneexpression profiles in organoids derived from biliary tract carcinomas,50,2019/03/15,Microarray
GSE101651,A Low-cost Multiplex Biomarker Assay Stratifies Colorectal Cancer Patient Samples into Clinically-relevant Subtypes,159,2019/03/04,Microarray
GSE101481,A Low-Cost Multiplex Biomarker Assay Stratifies Colorectal Cancer Patient Samples into Clinically-Relevant Subtypes: Elements Chemistry,91,2019/03/04,Microarray
GSE111395,Oncogenic drivers in 11q13 associated with prognosis in advanced oropharyngeal carcinomas,66,2019/03/03,Microarray
GSE96669,Distinction of junctional cancers of gastric and oesophageal origin (DJANGO),132,2019/03/01,Microarray
GSE96668,"Distinction of junctional cancers of gastric and oesophageal origin (DJANGO), batch#2",60,2019/03/01,Microarray
GSE96667,"Distinction of junctional cancers of gastric and oesophageal origin (DJANGO), batch#1",72,2019/03/01,Microarray
GSE118972,Defining UHRF1 Domains That Support Maintenance of Human Colon Cancer DNA Methylation and Oncogenic Properties,50,2019/02/28,Microarray
GSE117366,New and subgroup-specific miRNAs and miRNA-offset RNA unraveled by RNA-sequencing in multiple myeloma,60,2019/02/27,Microarray
GSE124438,Transcriptomic Profiling of Circulating Tumor Cells in Multiple Myeloma: A New Model to Understand Disease Dissemination,74,2019/02/26,Microarray
GSE99573,Clinical Performance of a Stool RNA Assay for Early Detection of Precancerous Adenomas and Colorectal Cancer,338,2019/02/25,Microarray
GSE88715,Gene expression profiles of microdissected tumor epithelium and stroma from TN breast tumors,76,2019/02/22,Microarray
GSE119214,Clinicogenetic Risk Prognostication for First-Line Treatment of Symptomatic Follicular Lymphoma,137,2019/02/19,Microarray
GSE66222,Molecular analysis of gastric cancer identifies discrete subtypes associated with distinct clinical characteristics and survival outcomes: the ACRG (Asian Cancer Research Group) study [normal tissue],100,2019/02/15,Microarray
GSE112154,Gene expression profiling of diffuse malignant peritoneal mesothelioma,50,2019/02/07,Microarray
GSE126095,Hsa_circ_101555 functions as a competing endogenous RNA of miR-597-5p to promote colorectal cancer progression,60,2019/02/06,Microarray
GSE126053,Integrative Genomics Reveals Mechanisms of Copy Number Alterations Responsible for Transcriptional Deregulation in Colorectal Cancer,50,2019/02/05,Microarray
GSE114403,Immune profiling of pre- and post-treatment breast cancer tissues from the SOWG S0800 randomized neoadjuvant trail of weekly nab-paclitaxel with or without bevacizumab and dose dense doxorubicin and cyclophosphamide,100,2019/02/01,Microarray
GSE125915,Expression analysis of cancer of unknown primary (CUP),134,2019/01/31,Microarray
GSE125908,Expression analysis of cancer of unknown primary (CUP) 2,74,2019/01/31,Microarray
GSE94670,PQR309 is a novel dual PI3K/mTOR inhibitor with antitumor pre-clinical activity in lymphomas as single agent and in combination,84,2019/01/24,Microarray
GSE115313,"Transcriptomics analysis of paired tumor and normal mucosa samples in a cohort of patients with colon cancer, with and without T2DM.",84,2019/01/16,Microarray
GSE117556,Molecular definition of high grade B cell lymphoma: a centroblast-like group with potential for more effective therapy,928,2019/01/15,Microarray
GSE43615,IRCC Breast Cancer dataset,86,2019/01/08,Microarray
GSE111563,Gene expression analysis of breast tumours from dormant and acquired resistant patients,101,2019/01/05,Microarray
GSE112791,Comprehensive molecular characterization of liver cancer and inheritance of the phenotypic traits during tumor recurrence,329,2019/01/03,Microarray
GSE112790,Comprehensive molecular characterization of liver cancer and inheritance of the phenotypic traits during tumor recurrence [tissue],198,2019/01/03,Microarray
GSE108010,CYTOGENETIC AND TRANSCRIPTOME PROFILING ANALYSIS OF MATCHED IN SITU/INVASIVE CUTANEOUS SQUAMOUS CELL CARCINOMAS FROM IMMUNOCOMPETENT PATIENTS,70,2019/01/03,Microarray
GSE80765,Stem cell gene expression profiling of primary mammary tumors derived from orthotopic xenograft tumors treated with Sulforaphane (SFN) or control,72,2019/01/03,Microarray
GSE124305,Divergent biological response to neoadjuvant chemotherapy in muscle-invasive bladder cancer,133,2019/01/01,Microarray
GSE108124,"Deciphering the genomic, epigenomic and transcriptomic landscapes of pre-invasive lung cancer lesions to determine prognosis",138,2019/01/01,Microarray
GSE110225,Expression data from 30 patients with colorectal cancer,60,2018/12/31,Microarray
GSE57721,Expression profiling of MAPK inhibition in WM266-4 BRAF V600D mutant melanoma cell line,54,2018/12/31,Microarray
GSE117261,Systems Analysis of the Human Pulmonary Arterial Hypertension Lung Transcriptome,83,2018/12/23,Microarray
GSE111678,RET-mediated autophagy suppression as targetable co-dependence in acute myeloid leukemia,260,2018/12/21,Microarray
GSE45712,Peripheral T-cell lymphomas not otherwise specified correspond to distinct mature T-cell populations based on the global gene expression profile,117,2018/12/21,Microarray
GSE108375,Whole blood gene expression can distinguish benign from malignant lung nodules transitioning from microarrays to a nanostring platform,315,2018/12/20,Microarray
GSE118744,Identification of Jun loss that promotes resistance to HDAC inhibitor Entinostat through Myc signaling in Luminal breast cancer,71,2018/12/10,Microarray
GSE117607,Gene expression data of 135 patients presenting colorectal adenoma,135,2018/12/01,Microarray
GSE117606,"Gene expression data of patients presenting with concurrent colorectal adenomas and colorectal tumors, including adjacent tissue to the tumor",208,2018/12/01,Microarray
GSE106582,ColoCare Project: Gene expression analysis in colorectal cancer and adjacent mucosa tissues,194,2018/12/01,Microarray
GSE123075,lncRNA and mRNA Expression Profiling in Early Stage UM CLL,63,2018/11/29,Microarray
GSE99208,The BET Bromodomain Inhibitor OTX015/MK-8628 modulates microRNA expression in Diffuse Large B-Cell Lymphoma,96,2018/11/21,Microarray
GSE107990,"Gene expression profiles associated with humoral response to influenza vaccine, Vaxigrip, in young and elderly subjects of Chinese ethnicity in Singapore",671,2018/11/14,Microarray
GSE119269,MicroRNA and mRNA regulatory network in EGFR-mutated lung adenocarcinoma,310,2018/11/13,Microarray
GSE119267,MicroRNA and mRNA regulatory network in EGFR-mutated lung adenocarcinoma [mRNA],155,2018/11/13,Microarray
GSE115458,Role of PAEP/glycodelin in NSCLC,100,2018/11/12,Microarray
GSE115457,Gene expression profiling of NSCLC tumors with high and low PAEP expression,70,2018/11/12,Microarray
GSE122231,"SWOG 0120, A Prospective Observational Biologic Study of Asymptomatic Patients With Monoclonal Gammopathy and Plasma Proliferative Disorders",216,2018/11/07,Microarray
GSE121723,Glioblastoma epigenome profiling identifies SOX10 as a master regulator of molecular tumour subtype,364,2018/11/05,Microarray
GSE94104,Transcriptional analysis of locally advanced rectal cancer pre-therapeutic biopsies and post-therapeutic resections,80,2018/11/01,Microarray
GSE119289,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA207],380,2018/10/31,Microarray
GSE119288,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA206],380,2018/10/31,Microarray
GSE119287,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA205],380,2018/10/31,Microarray
GSE119286,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA204],380,2018/10/31,Microarray
GSE119285,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA203],380,2018/10/31,Microarray
GSE119284,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA202],378,2018/10/31,Microarray
GSE119283,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA201],378,2018/10/31,Microarray
GSE119282,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA108],377,2018/10/31,Microarray
GSE119281,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA107],378,2018/10/31,Microarray
GSE119280,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA106],378,2018/10/31,Microarray
GSE119279,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA105],377,2018/10/31,Microarray
GSE119278,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA104],378,2018/10/31,Microarray
GSE119277,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA103],377,2018/10/31,Microarray
GSE119276,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA102],379,2018/10/31,Microarray
GSE119275,Expression-based drug screening of neural progenitor cells from individuals with schizophrenia [MSA101],374,2018/10/31,Microarray
GSE120572,A mechanistic classification of clinical phenotypes in neuroblastoma,394,2018/10/25,Microarray
GSE120568,A mechanistic classification of clinical phenotypes in neuroblastoma (TERT expression threshold cohort),186,2018/10/25,Microarray
GSE120559,A mechanistic classification of clinical phenotypes in neuroblastoma (telomere maintenance cohort),208,2018/10/25,Microarray
GSE99996,A biobank of 30 molecularly characterized patient-derived xeongraft models of pediatric brain tumors,137,2018/10/25,Microarray
GSE99961,A biobank of 30 molecularly characterized patient-derived xeongraft models of pediatric brain tumors [Affymetrix],55,2018/10/25,Microarray
GSE118003,Expression profiling and DNA methylation of TNBCs,80,2018/10/22,Microarray
GSE117579,Expression profiling of TNBCs following atRA treatment [Affymetrix I],72,2018/10/22,Microarray
GSE115635,Systematic Identification of Epithelial–Stromal Crosstalk Signaling Networks in Ovarian Cancer,96,2018/10/22,Microarray
GSE105777,Major impact of sampling methodology on gene expression in estrogen receptor positive breast cancer,426,2018/10/22,Microarray
GSE121248,Gene expression profiling of chronic hepatitis B induced HCC and adjacent-normal tissues,107,2018/10/16,Microarray
GSE105288,Integrative Epigenetic and Gene Expression Analysis of Renal Tumor Progression to Metastasis,88,2018/10/16,Microarray
GSE103340,Patient-derived xenograft model identifies clinically relevant subtype-specific features of colorectal cancer,71,2018/10/16,Microarray
GSE116451,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (vorinostat)",528,2018/10/09,Microarray
GSE116450,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (topotecan)",525,2018/10/09,Microarray
GSE116449,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (sunitinib)",513,2018/10/09,Microarray
GSE116448,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (sorafenib)",524,2018/10/09,Microarray
GSE116447,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (sirolimus)",507,2018/10/09,Microarray
GSE116446,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (paclitaxel)",538,2018/10/09,Microarray
GSE116445,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (lapatinib)",485,2018/10/09,Microarray
GSE116444,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (gemcitabine)",495,2018/10/09,Microarray
GSE116443,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (geldanamycin)",496,2018/10/09,Microarray
GSE116442,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (erlotinib)",536,2018/10/09,Microarray
GSE116441,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (doxorubicin)",516,2018/10/09,Microarray
GSE116440,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (dasatinib)",496,2018/10/09,Microarray
GSE116439,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (cisplatin)",499,2018/10/09,Microarray
GSE116438,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (bortezomib)",525,2018/10/09,Microarray
GSE116437,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h (5-Azacytidine)",440,2018/10/09,Microarray
GSE116436,"Drug-induced change in gene expression across NCI-60 cell lines after exposure to 15 anticancer agents for 2, 6 and 24h",7623,2018/10/09,Microarray
GSE120736,Comprehensive molecular classification of bladder cancer reveals distinct prognostic subgroups with different sensitivities to immunotherapy,145,2018/10/03,Microarray
GSE117853,Gene expression and methylation profile of Human non-functional Pancreatic neuroendocrine tumors (PanNETs),112,2018/10/01,Microarray
GSE99636,Gene expression profiles of multiple myeloma plasma cell fractions from bone marrow,66,2018/09/27,Microarray
GSE120129,A genomic ruler to assess oncogenic transition between breast tumor and stroma,108,2018/09/19,Microarray
GSE119958,APOL1 renal-risk variants induce mitochondrial fission,100,2018/09/15,Microarray
GSE119616,Expression data of candidates for prostate cancer active surveillance,266,2018/09/08,Microarray
GSE104974,Comparison of RNA-seq and Microarray Platforms for Splice Event Detection using a Cross-Platform Algorithm,60,2018/09/05,Microarray
GSE87049,Analysis of somatic DNA copy number alterations and frequency of breast cancer intrinsic subtypes from Mexican women,359,2018/08/31,Microarray
GSE86946,Transcriptome characterization of triple negative breast cancer [Mexico],58,2018/08/31,Microarray
GSE86945,Transcriptome characterization of triple negative breast cancer [Italy],100,2018/08/31,Microarray
GSE86374,Analysis of somatic DNA copy number alterations and frequency of breast cancer intrinsic subtypes from Mexican women [gene expression],159,2018/08/31,Microarray
GSE119262,Gene expression profiling of pre-operative mTOR inhibitor everolimus treatment in breast cancer,88,2018/08/30,Microarray
GSE117056,Differential Genomic Effects of Six Different Nanomaterials on Human Liver HepG2 Cells,120,2018/08/28,Microarray
GSE118985,The pattern of Mesenchymal stem cell expression is an independent marker of outcome in multiple myeloma,750,2018/08/24,Microarray
GSE85916,Patients with human resected pancreatic cancer,80,2018/08/22,Microarray
GSE118646,IL-1 receptor antagonist controls transcriptional signature of inflammation in patients with metastatic breast cancer,58,2018/08/21,Microarray
GSE109211,Molecular predictors of prevention of recurrence in hepatocellular carcinoma with sorafenib as adjuvant treatment in the phase 3 STORM trial,140,2018/08/21,Microarray
GSE112273,"Cobomarsen, an Oligonucleotide Inhibitor of miR-155, Coordinately Regulates Multiple Survival Pathways to Reduce Cellular Proliferation and Survival in Cutaneous T-Cell Lymphoma",56,2018/08/20,Microarray
GSE94567,ORY-1001/RG6016 effect on leukemia cell lines,54,2018/08/19,Microarray
GSE86948,A microRNA signature identifies four subtypes of triple-negative breast cancer and correlates miR-342-3p as a regulator of the lactate metabolic pathway through silencing the monocarboxylate transporter 1,329,2018/08/17,Microarray
GSE112369,Gene expression data of organoids derived from human gastric tumor and normal stomach samples.,62,2018/08/14,Microarray
GSE102807,ARID2 promotes clear cell renal cell carcinoma in the absence of functional PBRM1,58,2018/08/14,Microarray
GSE100935,Gene expression data of human gastric tumors,66,2018/07/31,Microarray
GSE96804,Exon Level Expression Profiling of Diabetic Nephropathy,61,2018/07/31,Microarray
GSE117525,Expression of protocadherin gamma in skeletal muscle tissue is associated with age and muscle weakness,259,2018/07/24,Microarray
GSE103944,"Gene Expression Profiling reveals a close relationship between Follicular lymphoma Grade 3A and 3B, but distinct profiles of Follicular Lymphoma Grade 1 and 2",84,2018/07/23,Microarray
GSE117182,The miR-96 and RARG signaling axis governs androgen signaling and prostate cancer progression,84,2018/07/20,Microarray
GSE116918,Using biopsies to improve risk stratification in patients with prostate cancer treated with radical radiation therapy,248,2018/07/12,Microarray
GSE108062,Drug sensitivity screening and genomic characterization of 45 HPV-negative head and neck carcinoma cell lines for novel biomarkers of drug efficacy,90,2018/07/06,Microarray
GSE85047,Gene expression data from primary neuroblastoma tumors,283,2018/07/02,Microarray
GSE103746,Identification and validation of single sample breast cancer radiosensitivity gene expression predictors,508,2018/07/01,Microarray
GSE103745,Identification and validation of single sample breast cancer radiosensitivity gene expression predictors [Nanostring custom assay data],336,2018/07/01,Microarray
